,Champions with first RoleTop,Vladimir,Sylas,Akali,Annie,Yone,Ryze,Ekko,Rumble,Ahri,Cassiopeia,Diana,Galio,Yasuo,Talon,Zed,Neeko,Xerath,Viktor,Katarina,Orianna,Azir,Malzahar,Lissandra,Kassadin,Qiyana,Twisted Fate,Syndra,Anivia,Vel'Koz,Fizz,Zoe,Aurelion Sol,LeBlanc,Veigar,Corki
18,Sion,0.1428571428571428,-0.16666666666666663,-0.1333333333333333,0.33333333333333326,0.19999999999999996,0.33333333333333326,0.125,0.4285714285714286,-0.09090909090909094,0.25,-1.0,-0.06666666666666665,-0.4545454545454546,-1.0,0.0,-0.7142857142857143,-1.0,0.30000000000000004,0.05882352941176472,-0.1578947368421053,0.33333333333333326,0.0,0.0,-0.4,-0.1428571428571429,-0.07692307692307687,0.19999999999999996,0.5555555555555556,-1.0,0.5,0.1428571428571428,0.6000000000000001,0.2727272727272727,1.0,-0.33333333333333337
19,Jayce,-0.33333333333333337,0.024793388429751984,-0.0625,0.6000000000000001,-0.014084507042253502,-0.2222222222222222,0.09278350515463907,-0.33333333333333337,-0.4285714285714286,0.4736842105263157,0.2857142857142858,0.0,-0.16666666666666663,0.3600000000000001,-0.1428571428571429,0.0,0.2727272727272727,0.0851063829787233,-0.02857142857142858,-0.06329113924050633,0.4545454545454546,0.1428571428571428,-0.11111111111111116,-0.21739130434782605,0.38888888888888884,0.14814814814814814,-0.09523809523809523,0.0,-0.19999999999999996,-0.18918918918918914,-0.1089108910891089,-0.5,0.11764705882352944,0.0,0.0
20,Ornn,0.19999999999999996,-0.0357142857142857,0.1929824561403508,-0.5,0.1428571428571428,0.0,0.23076923076923084,0.8,0.0,-0.17647058823529416,-0.5555555555555556,0.05555555555555558,-0.040000000000000036,-0.4736842105263158,-0.4285714285714286,-0.7142857142857143,-0.1428571428571429,-0.1282051282051282,0.03703703703703698,0.06382978723404253,0.6000000000000001,-0.33333333333333337,-0.5,-0.07692307692307687,-0.13043478260869568,0.10000000000000009,-0.11627906976744184,0.23076923076923084,-0.19999999999999996,-0.07692307692307687,-0.16666666666666663,0.5,-0.052631578947368474,0.33333333333333326,0.5
21,Malphite,0.0714285714285714,-0.15492957746478875,0.1074380165289257,0.2941176470588236,-0.018867924528301883,-0.2222222222222222,-0.09090909090909094,0.2857142857142858,0.2727272727272727,0.032258064516129004,-0.19999999999999996,0.27586206896551735,0.07246376811594213,0.1428571428571428,-0.13636363636363635,0.2857142857142858,0.33333333333333326,0.08571428571428563,-0.04347826086956519,-0.0786516853932584,0.33333333333333326,-0.16666666666666663,-0.25,0.023255813953488413,-0.09090909090909094,0.0,-0.12727272727272732,-0.07317073170731703,0.0,-0.023255813953488413,0.08045977011494254,0.7142857142857142,-0.11111111111111116,0.33333333333333326,0.0
22,Tryndamere,0.4285714285714286,-0.19999999999999996,0.2941176470588236,0.33333333333333326,-0.33333333333333337,-0.33333333333333337,0.2857142857142858,-1.0,0.0,-0.19999999999999996,-0.19999999999999996,0.3999999999999999,-0.1428571428571429,-0.19999999999999996,0.05882352941176472,0.19999999999999996,-0.33333333333333337,-0.11111111111111116,-0.19999999999999996,-0.4666666666666667,-0.33333333333333337,-0.33333333333333337,-0.5,0.6000000000000001,0.0,0.11111111111111116,-0.4,-0.6666666666666667,-1.0,0.33333333333333326,-0.17647058823529416,1.0,0.4285714285714286,1.0,0.0
24,Fiora,-0.09999999999999998,-0.101123595505618,0.04950495049504955,0.33333333333333326,-0.11111111111111116,-0.1724137931034483,0.0,-0.07692307692307687,-0.13043478260869568,0.18518518518518512,-0.11111111111111116,0.01449275362318847,0.22580645161290325,0.3999999999999999,-0.12195121951219512,1.0,0.1428571428571428,0.19999999999999996,-0.11111111111111116,-0.19512195121951215,-0.33333333333333337,0.33333333333333326,-0.19999999999999996,-0.19999999999999996,0.030303030303030276,0.17391304347826098,0.05263157894736836,0.0,-0.4285714285714286,0.045454545454545414,-0.01538461538461533,-0.6666666666666667,-0.1333333333333333,-0.33333333333333337,0.5
27,Mordekaiser,0.0,-0.2857142857142857,-0.15384615384615385,-1.0,-0.21739130434782605,0.6666666666666667,-0.07692307692307687,1.0,0.1428571428571428,0.0,-0.19999999999999996,-0.5555555555555556,-0.5294117647058824,-0.06666666666666665,-0.03703703703703709,-0.5,0.33333333333333326,-0.04347826086956519,0.0,-0.23809523809523814,-0.33333333333333337,-0.19999999999999996,1.0,-0.33333333333333337,0.11111111111111116,0.33333333333333326,-0.16666666666666663,-0.1428571428571429,-1.0,0.16666666666666674,-0.07692307692307687,0.0,-1.0,0.0,1.0
29,Gangplank,0.11111111111111116,-0.06896551724137934,0.09090909090909083,0.6666666666666667,-0.3142857142857143,-0.33333333333333337,-0.29032258064516125,-1.0,0.0,0.16666666666666674,-0.25,-0.19047619047619047,0.19999999999999996,0.0,0.09090909090909083,-1.0,0.25,0.1515151515151516,-0.375,-0.16981132075471694,-0.33333333333333337,-0.33333333333333337,-0.6666666666666667,0.0,0.17647058823529416,-0.04347826086956519,-0.2142857142857143,-1.0,0.0,0.07692307692307687,-0.1875,0.33333333333333326,0.06666666666666665,-1.0,-1.0
30,Kayle,-0.1428571428571429,0.06666666666666665,-0.16666666666666663,-0.33333333333333337,-0.28888888888888886,0.0,0.2941176470588236,0.1428571428571428,-1.0,-0.4285714285714286,0.25,0.19999999999999996,0.23076923076923084,-0.4285714285714286,0.032258064516129004,0.5,-1.0,0.1333333333333333,-0.4285714285714286,-0.17647058823529416,0.33333333333333326,1.0,-0.33333333333333337,0.0,0.23076923076923084,-0.06666666666666665,0.4285714285714286,0.1428571428571428,-0.33333333333333337,-0.2727272727272727,-0.5555555555555556,0.33333333333333326,0.0,-0.33333333333333337,1.0
32,Gragas,-0.07692307692307687,0.04761904761904767,-0.12727272727272732,-1.0,0.013698630136986356,0.33333333333333326,0.03703703703703698,-0.5,-0.6,-0.33333333333333337,0.0,0.18518518518518512,-0.22580645161290325,0.23076923076923084,0.05882352941176472,0.6000000000000001,0.19999999999999996,0.10344827586206895,-0.17647058823529416,0.1428571428571428,-0.33333333333333337,0.0,1.0,-0.4285714285714286,-0.1428571428571429,-0.4444444444444444,0.027027027027026973,0.3571428571428572,0.0,0.3999999999999999,-0.02564102564102566,1.0,0.23076923076923084,1.0,0.0
34,Gnar,-0.33333333333333337,0.2857142857142858,-0.1428571428571429,0.0,-0.4285714285714286,-1.0,0.33333333333333326,1.0,0.0,-0.33333333333333337,-1.0,-0.8,0.33333333333333326,1.0,0.25,1.0,0.0,0.0,0.0,-0.5,1.0,-1.0,0.0,0.7142857142857142,-0.19999999999999996,0.33333333333333326,1.0,0.0,0.33333333333333326,0.4285714285714286,0.5,0.0,-1.0,0.0,0.0
38,Darius,0.23076923076923084,0.07692307692307687,0.13636363636363646,-0.09090909090909094,-0.04761904761904767,-0.5,0.4042553191489362,0.0,0.19999999999999996,-0.6363636363636364,0.33333333333333326,0.0,0.30000000000000004,0.07692307692307687,-0.052631578947368474,-0.1428571428571429,-0.4545454545454546,-0.030303030303030276,-0.1515151515151515,-0.032258064516129004,-0.33333333333333337,-0.19999999999999996,-0.19999999999999996,0.0,0.0,-0.26315789473684215,0.21739130434782616,-0.2222222222222222,0.0,-0.16666666666666663,-0.052631578947368474,-0.33333333333333337,0.11111111111111116,-0.5,0.0
40,Poppy,-0.11111111111111116,-0.2941176470588235,0.1515151515151516,-0.5,-0.19999999999999996,0.1428571428571428,0.2727272727272727,-0.19999999999999996,0.0,-0.6,1.0,0.33333333333333326,-0.2727272727272727,0.0,-0.33333333333333337,1.0,0.19999999999999996,0.19999999999999996,-0.19999999999999996,0.16666666666666674,0.6666666666666667,0.0,1.0,-0.2857142857142857,0.0,-0.2857142857142857,-0.04761904761904767,0.19999999999999996,0.0,-0.17647058823529416,-0.09999999999999998,1.0,0.4285714285714286,1.0,0.0
41,Kled,0.19999999999999996,-0.1578947368421053,0.23809523809523814,-0.25,-0.1428571428571429,0.0,0.0,0.6666666666666667,0.33333333333333326,0.1428571428571428,-0.19999999999999996,0.19999999999999996,-0.33333333333333337,0.19999999999999996,-0.09090909090909094,0.33333333333333326,0.0,-0.33333333333333337,0.07692307692307687,-0.25,0.0,0.33333333333333326,0.0,-0.19999999999999996,0.33333333333333326,0.6000000000000001,0.05882352941176472,-0.25,1.0,-0.1428571428571429,-0.19999999999999996,0.0,-0.5,0.0,-1.0
43,Quinn,-1.0,0.19999999999999996,-0.05555555555555558,1.0,0.0,-0.33333333333333337,-0.11111111111111116,1.0,0.0,-1.0,1.0,-0.04761904761904767,-0.5,1.0,-0.33333333333333337,1.0,0.0,-0.33333333333333337,-0.25,0.6363636363636365,0.0,-1.0,-1.0,0.0,-0.6,-0.7142857142857143,0.25,0.33333333333333326,-1.0,-0.6,0.0,1.0,0.16666666666666674,0.0,-1.0
44,Jax,-0.12,-0.08695652173913049,-0.1724137931034483,-0.17647058823529416,-0.054545454545454564,-0.19999999999999996,0.0652173913043479,-0.11111111111111116,0.16666666666666674,-0.2666666666666667,0.0,0.09090909090909083,-0.11111111111111116,0.13043478260869557,0.23809523809523814,-0.7777777777777778,-0.06666666666666665,-0.09333333333333338,0.08000000000000007,-0.052631578947368474,-0.33333333333333337,-0.09090909090909094,-0.16666666666666663,-0.23529411764705888,0.25,-0.024390243902439046,0.22807017543859653,-0.11111111111111116,-0.6666666666666667,0.023255813953488413,0.28358208955223874,-0.33333333333333337,0.1875,1.0,-0.33333333333333337
49,Teemo,0.0,0.0,-0.25,-0.33333333333333337,0.19999999999999996,0.0,-0.19999999999999996,0.33333333333333326,0.0,-0.19999999999999996,-0.33333333333333337,0.0,0.33333333333333326,0.19999999999999996,-0.6,0.0,0.0,1.0,0.0,-1.0,-1.0,0.0,-1.0,0.19999999999999996,-0.5,1.0,-0.33333333333333337,1.0,0.0,0.0,0.1428571428571428,0.0,0.33333333333333326,1.0,0.0
54,Garen,0.1428571428571428,0.0,-0.25,0.0,0.23076923076923084,-1.0,-0.11111111111111116,1.0,0.0,-0.5,-1.0,0.1428571428571428,1.0,-0.19999999999999996,-0.09090909090909094,-1.0,0.0,-0.33333333333333337,0.5555555555555556,-0.75,-1.0,0.0,1.0,-1.0,1.0,0.19999999999999996,1.0,0.19999999999999996,-1.0,0.33333333333333326,-1.0,-1.0,-1.0,0.0,-1.0
56,Cho'Gath,1.0,-0.25,-0.16666666666666663,0.0,-0.11111111111111116,0.0,0.19999999999999996,1.0,1.0,0.0,1.0,-1.0,-0.19999999999999996,0.5,0.33333333333333326,1.0,0.33333333333333326,-0.2857142857142857,0.6000000000000001,-0.1428571428571429,0.0,-1.0,1.0,0.19999999999999996,0.5,0.23076923076923084,0.0,-1.0,0.0,-0.6,0.5,0.0,-1.0,1.0,1.0
60,Yorick,0.33333333333333326,-0.33333333333333337,0.6666666666666667,1.0,1.0,0.0,-0.33333333333333337,-0.5,1.0,0.5,0.0,0.33333333333333326,1.0,-1.0,-0.1428571428571429,0.0,0.0,1.0,1.0,0.0,0.0,1.0,-1.0,-0.33333333333333337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,1.0
81,Singed,0.0,0.25,-0.33333333333333337,0.0,0.33333333333333326,-0.33333333333333337,-0.1428571428571429,0.19999999999999996,-1.0,-0.19999999999999996,0.0,0.1428571428571428,0.0,0.4285714285714286,-0.6363636363636364,1.0,0.0,0.07692307692307687,-0.2857142857142857,0.33333333333333326,1.0,0.0,0.0,-1.0,0.5,0.19999999999999996,-0.19999999999999996,1.0,0.33333333333333326,1.0,-0.1428571428571429,0.0,0.19999999999999996,0.0,0.0
92,Nasus,-0.5,-0.1428571428571429,0.33333333333333326,-1.0,-0.07692307692307687,0.0,-0.3846153846153846,0.0,-0.19999999999999996,0.4285714285714286,-0.33333333333333337,-0.4285714285714286,-0.11111111111111116,-1.0,0.19999999999999996,1.0,-1.0,-1.0,0.0,0.11111111111111116,1.0,1.0,1.0,-0.33333333333333337,0.0,1.0,0.5,0.33333333333333326,0.0,-0.33333333333333337,-1.0,0.0,1.0,0.0,0.0
97,Illaoi,0.33333333333333326,0.11111111111111116,0.4285714285714286,0.33333333333333326,-0.09090909090909094,0.33333333333333326,0.11111111111111116,-0.5,0.0,-1.0,1.0,-0.33333333333333337,-0.1428571428571429,0.33333333333333326,0.75,-1.0,0.0,-0.5,-0.4285714285714286,0.0,-0.5,1.0,1.0,0.33333333333333326,-1.0,0.0,-0.5,0.6000000000000001,1.0,-0.4285714285714286,-0.6666666666666667,-1.0,0.33333333333333326,0.0,1.0
